date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:54	259/259	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/bg_direction_nav_next.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/bg_direction_nav_next.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:54	257/257	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/bg_direction_nav_prev.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/bg_direction_nav_prev.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:54	181/181	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/close.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/close.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:56	6331/6331	---M--	200	added ('OK')	image/gif	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/default/loader.gif	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/default/loader.gif	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:57	83588/83588	---MCZ	200	added ('OK')	application/font-woff	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/fonts/fontawesome-webfont.woff?v=4.5.0	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/fonts/fontawesome-webfont3295.woff	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:57	4099/4099	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_rounded/sprite.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_rounded/sprite.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:57	142072/142072	---MCZ	200	added ('OK')	application/font-sfnt	date:Tue,%2025%20Jul%202017%2023:55:53%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/fonts/fontawesome-webfont3295.ttf	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:58	2545/2545	---M--	200	added ('OK')	image/gif	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_rounded/loader.gif	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_rounded/loader.gif	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:58	130/130	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/contentPattern.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/contentPattern.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:59	4076/4076	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/sprite.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/sprite.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:59	1411/1411	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/btnNext.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/btnNext.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:08:59	1442/1442	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/btnPrevious.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/btnPrevious.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:00	2545/2545	---M--	200	added ('OK')	image/gif	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/loader.gif	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_rounded/loader.gif	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:00	2545/2545	---M--	200	added ('OK')	image/gif	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/loader.gif	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/loader.gif	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:00	3507/3507	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/sprite.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/sprite.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:00	1411/1411	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/btnNext.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/btnNext.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:00	1442/1442	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/btnPrevious.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/dark_square/btnPrevious.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:01	3507/3507	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_square/sprite.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_square/sprite.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:01	1411/1411	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_square/btnNext.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_square/btnNext.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:01	1442/1442	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_square/btnPrevious.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/light_square/btnPrevious.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:02	142/142	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternTop.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternTop.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:02	4227/4227	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/sprite.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/sprite.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:02	137/137	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternLeft.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternLeft.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:02	136/136	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternRight.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternRight.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:02	2545/2545	---M--	200	added ('OK')	image/gif	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/loader.gif	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/loader.gif	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:03	845/845	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/btnNext.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/btnNext.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:03	828/828	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/btnPrevious.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/btnPrevious.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:03	142/142	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternBottom.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/contentPatternBottom.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:03	227/227	---M--	200	added ('OK')	image/gif	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/default_thumbnail.gif	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/prettyPhoto/facebook/default_thumbnail.gif	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:04	304/304	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/start-wrapper-bg.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/start-wrapper-bg.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:04	111/111	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/vertical-line.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/vertical-line.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:04	404/404	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/horizontals-line1.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/horizontals-line1.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:04	118/118	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/features-box.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/features-box.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:04	395/395	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/horizontals-line.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/horizontals-line.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:05	404/404	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/pricing-line1.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/pricing-line1.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:05	124/124	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/pricing-box-line.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/pricing-box-line.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:05	751/751	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/divider-dark-bg.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/divider-dark-bg.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:06	438/438	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/pricing-line.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/pricing-line.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:06	1249/1249	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:45%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/images/horizontals-line2.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/images/horizontals-line2.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:06	744/744	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:37%20GMT	http://motions.graphics/wp-content/themes/lotek/lotek/skins/skin19/divider-color-bg.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/themes/lotek/lotek/skins/skin19/divider-color-bg.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:06	302/302	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:07	323/323	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/vc/info.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/vc/info.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:07	244/244	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/vc/tick.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/vc/tick.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:07	495/495	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:07	712/712	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:08	841/841	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:08	694/694	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:08	544/544	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:08	590/590	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:09	682/682	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:09	705/705	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:09	674/674	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:09	717/717	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:10	691/691	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:10	700/700	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:10	648/648	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:10	621/621	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:11	688/688	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:11	700/700	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:11	647/647	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:11	763/763	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:12	690/690	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:12	709/709	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:12	691/691	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:12	635/635	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
17:09:13	590/590	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Jul%202017%2023:55:05%20GMT	http://motions.graphics/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/Users/Nico/Documents/GitHub/website/motions.graphics/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from http://motions.graphics/wp-content/cache/min/1/8dddbcd9822d62aa587c1451be17f53d.css)
